name;number;set;warehouse_code;price;image;variant;sold;added_at
Terapagos ex;92;Prismatic Evolutions;K100R2P0058;6.30;https://sklep839679.shoparena.pl/upload/images/5/img1934.jpg;common;;2025-09-16
Treasure Tracker;131;Prismatic Evolutions;K100R2P0059;2.10;https://sklep839679.shoparena.pl/upload/images/5/img1935.jpg;common;;2025-09-16
Mewtwo VSTAR;31;Pokémon GO;K100R2P0060;16.20;https://sklep839679.shoparena.pl/upload/images/5/img1936.jpg;common;;2025-09-16
Rayquaza V;110;Evolving Skies;K100R2P0061;8.80;https://sklep839679.shoparena.pl/upload/images/5/img1937.jpg;common;;2025-09-16
Hisuian Goodra V;135;Lost Origin;K100R2P0062;3.66;https://sklep839679.shoparena.pl/upload/images/5/img1938.jpg;common;;2025-09-16
Surfing Pikachu V;8;Celebrations;K100R2P0063;9.51;https://sklep839679.shoparena.pl/upload/images/5/img1939.jpg;common;;2025-09-16
Flutter Mane;43;Prismatic Evolutions;K100R2P0064;2.60;https://sklep839679.shoparena.pl/upload/images/5/img1940.jpg;common;;2025-09-16
Dunsparce;79;Prismatic Evolutions;K100R2P0065;2.10;https://sklep839679.shoparena.pl/upload/images/5/img1941.jpg;common;;2025-09-16
Goldeen;20;Prismatic Evolutions;K100R2P0066;10.50;https://sklep839679.shoparena.pl/upload/images/5/img1942.jpg;common;;2025-09-16
Rescue Board;126;Prismatic Evolutions;K100R2P0067;2.35;https://sklep839679.shoparena.pl/upload/images/5/img1943.jpg;common;;2025-09-16
Jolteon;29;Prismatic Evolutions;K100R2P0068;8.35;https://sklep839679.shoparena.pl/upload/images/5/img1944.jpg;common;;2025-09-16
Drakloak;72;Prismatic Evolutions;K100R2P0069;5.20;https://sklep839679.shoparena.pl/upload/images/5/img1945.jpg;common;;2025-09-16
Black Belt's Training;98;Prismatic Evolutions;K100R2P0070;2.10;https://sklep839679.shoparena.pl/upload/images/5/img1946.jpg;common;;2025-09-16
Black Belt's Training;99;Prismatic Evolutions;K100R2P0071;2.10;https://sklep839679.shoparena.pl/upload/images/5/img1947.jpg;common;;2025-09-16
Heatran;68;Prismatic Evolutions;K100R2P0072;3.15;https://sklep839679.shoparena.pl/upload/images/5/img1948.jpg;common;;2025-09-16
Roaring Moon;65;Prismatic Evolutions;K100R2P0073;2.60;https://sklep839679.shoparena.pl/upload/images/5/img1949.jpg;common;;2025-09-16
Budew;4;Prismatic Evolutions;K100R2P0074;33.95;https://sklep839679.shoparena.pl/upload/images/5/img1950.jpg;common;;2025-09-16
Noctowl;78;Prismatic Evolutions;K100R2P0075;3.40;https://sklep839679.shoparena.pl/upload/images/5/img1951.jpg;common;;2025-09-16
Sneasel;61;Prismatic Evolutions;K100R2P0076;1.50;https://sklep839679.shoparena.pl/upload/images/5/img1952.jpg;common;;2025-09-16
Umbreon;59;Prismatic Evolutions;K100R2P0077;17.70;https://sklep839679.shoparena.pl/upload/images/5/img1953.jpg;common;;2025-09-16
Great Tusk;55;Prismatic Evolutions;K100R2P0078;2.10;https://sklep839679.shoparena.pl/upload/images/5/img1954.jpg;common;;2025-09-16
Bloodmoon Ursaluna;54;Prismatic Evolutions;K100R2P0079;2.10;https://sklep839679.shoparena.pl/upload/images/5/img1955.jpg;common;;2025-09-16
Hippowdon;53;Prismatic Evolutions;K100R2P0080;2.10;https://sklep839679.shoparena.pl/upload/images/5/img1956.jpg;common;;2025-09-16
Bug Catching Set;102;Prismatic Evolutions;K100R2P0081;2.35;https://sklep839679.shoparena.pl/upload/images/5/img1957.jpg;common;;2025-09-16
Litleo;15;Prismatic Evolutions;K100R2P0082;1.15;https://sklep839679.shoparena.pl/upload/images/5/img1958.jpg;common;;2025-09-16
Professor's Research;123;Prismatic Evolutions;K100R2P0083;2.60;https://sklep839679.shoparena.pl/upload/images/5/img1959.jpg;common;;2025-09-16
Munkidori;44;Prismatic Evolutions;K100R2P0084;6.80;https://sklep839679.shoparena.pl/upload/images/5/img1960.jpg;common;;2025-09-16
Furfrou;88;Prismatic Evolutions;K100R2P0085;1.50;https://sklep839679.shoparena.pl/upload/images/5/img1961.jpg;common;;2025-09-16
Professor's Research;124;Prismatic Evolutions;K100R2P0086;2.10;https://sklep839679.shoparena.pl/upload/images/5/img1962.jpg;common;;2025-09-16
Techno Radar;130;Prismatic Evolutions;K100R2P0087;1.50;https://sklep839679.shoparena.pl/upload/images/5/img1963.jpg;common;;2025-09-16
Riolu;50;Prismatic Evolutions;K100R2P0088;3.50;https://sklep839679.shoparena.pl/upload/images/5/img1964.jpg;common;;2025-09-16
Professor's Research;122;Prismatic Evolutions;K100R2P0089;2.60;https://sklep839679.shoparena.pl/upload/images/5/img1965.jpg;common;;2025-09-16
Haban Berry;111;Prismatic Evolutions;K100R2P0090;2.10;https://sklep839679.shoparena.pl/upload/images/5/img1966.jpg;common;;2025-09-16
Binding Mochi;95;Prismatic Evolutions;K100R2P0091;1.50;https://sklep839679.shoparena.pl/upload/images/5/img1967.jpg;common;;2025-09-16
Regigigas;86;Prismatic Evolutions;K100R2P0092;2.10;https://sklep839679.shoparena.pl/upload/images/5/img1968.jpg;common;;2025-09-16
Haban Berry;111;Prismatic Evolutions;K100R2P0090;2.10;https://sklep839679.shoparena.pl/upload/images/5/img1969.jpg;common;;2025-09-16
Professor's Research;124;Prismatic Evolutions;K100R2P0086;2.10;https://sklep839679.shoparena.pl/upload/images/5/img1970.jpg;common;;2025-09-16
Shaymin;87;Prismatic Evolutions;K100R2P0093;2.10;https://sklep839679.shoparena.pl/upload/images/5/img1971.jpg;common;;2025-09-16
Shaymin;87;Prismatic Evolutions;K100R2P0093;2.10;https://sklep839679.shoparena.pl/upload/images/5/img1972.jpg;common;;2025-09-16
Applin;9;Prismatic Evolutions;K100R2P0094;2.10;https://sklep839679.shoparena.pl/upload/images/6/img1973.jpg;common;;2025-09-22
Professor's Research;122;Prismatic Evolutions;K100R2P0095;2.60;https://sklep839679.shoparena.pl/upload/images/6/img1974.jpg;common;;2025-09-22
Ciphermaniac’s Codebreaking;104;Prismatic Evolutions;K100R2P0096;1.80;https://sklep839679.shoparena.pl/upload/images/6/img1975.jpg;common;;2025-09-22
Slowking;19;Prismatic Evolutions;K100R2P0097;1.80;https://sklep839679.shoparena.pl/upload/images/6/img1976.jpg;common;;2025-09-22
Goldeen;20;Prismatic Evolutions;K100R2P0098;2.10;https://sklep839679.shoparena.pl/upload/images/6/img1977.jpg;common;;2025-09-22
Fan Rotom;85;Prismatic Evolutions;K100R2P0099;3.65;https://sklep839679.shoparena.pl/upload/images/6/img1978.jpg;common;;2025-09-22
Dunsparce;79;Prismatic Evolutions;K100R2P0100;1.50;https://sklep839679.shoparena.pl/upload/images/6/img1979.jpg;common;;2025-09-22
Bug Catching Set;102;Prismatic Evolutions;K100R2P0101;2.35;https://sklep839679.shoparena.pl/upload/images/6/img1980.jpg;common;;2025-09-22
Goldeen;20;Prismatic Evolutions;K100R2P0102;2.10;https://sklep839679.shoparena.pl/upload/images/6/img1981.jpg;common;;2025-09-22
Shaymin;87;Prismatic Evolutions;K100R2P0103;2.10;https://sklep839679.shoparena.pl/upload/images/6/img1982.jpg;common;;2025-09-22
Dreepy;71;Prismatic Evolutions;K100R2P0104;5.20;https://sklep839679.shoparena.pl/upload/images/6/img1983.jpg;common;;2025-09-22
Flutter Mane;43;Prismatic Evolutions;K100R2P0105;2.60;https://sklep839679.shoparena.pl/upload/images/6/img1984.jpg;common;;2025-09-22
Binding Mochi;95;Prismatic Evolutions;K100R2P0106;1.50;https://sklep839679.shoparena.pl/upload/images/6/img1985.jpg;common;;2025-09-22
Pyroar;16;Prismatic Evolutions;K100R2P0107;2.10;https://sklep839679.shoparena.pl/upload/images/6/img1986.jpg;common;;2025-09-22
Haban Berry;111;Prismatic Evolutions;K100R2P0108;2.10;https://sklep839679.shoparena.pl/upload/images/6/img1987.jpg;common;;2025-09-22
Jolteon;29;Prismatic Evolutions;K100R2P0109;8.35;https://sklep839679.shoparena.pl/upload/images/6/img1988.jpg;common;;2025-09-22
Budew;4;Prismatic Evolutions;K100R2P0110;5.20;https://sklep839679.shoparena.pl/upload/images/6/img1989.jpg;common;;2025-09-22
Briar;100;Prismatic Evolutions;K100R2P0111;2.10;https://sklep839679.shoparena.pl/upload/images/6/img1990.jpg;common;;2025-09-22
Flareon;13;Prismatic Evolutions;K100R2P0112;7.10;https://sklep839679.shoparena.pl/upload/images/6/img1991.jpg;common;;2025-09-22
Exeggcute;1;Prismatic Evolutions;K100R2P0113;2.10;https://sklep839679.shoparena.pl/upload/images/6/img1992.jpg;common;;2025-09-22
Techno Radar;130;Prismatic Evolutions;K100R2P0114;1.50;https://sklep839679.shoparena.pl/upload/images/6/img1993.jpg;common;;2025-09-22
Roto-Stick;127;Prismatic Evolutions;K100R2P0115;1.30;https://sklep839679.shoparena.pl/upload/images/6/img1994.jpg;common;;2025-09-22
Roto-Stick;127;Prismatic Evolutions;K100R2P0115;1.30;https://sklep839679.shoparena.pl/upload/images/6/img1995.jpg;common;;2025-09-22
Rescue Board;126;Prismatic Evolutions;K100R2P0116;2.35;https://sklep839679.shoparena.pl/upload/images/6/img1996.jpg;common;;2025-09-22
Professor's Research;124;Prismatic Evolutions;K100R2P0117;2.10;https://sklep839679.shoparena.pl/upload/images/6/img1997.jpg;common;;2025-09-22
Professor's Research;123;Prismatic Evolutions;K100R2P0118;2.60;https://sklep839679.shoparena.pl/upload/images/6/img1998.jpg;common;;2025-09-22
Professor's Research;122;Prismatic Evolutions;K100R2P0119;2.60;https://sklep839679.shoparena.pl/upload/images/6/img1999.jpg;common;;2025-09-22
Professor Turo's Scenario;121;Prismatic Evolutions;K100R2P0120;1.50;https://sklep839679.shoparena.pl/upload/images/6/img2000.jpg;common;;2025-09-22
Archaludon;70;Prismatic Evolutions;K100R2P0121;1.50;https://sklep839679.shoparena.pl/upload/images/6/img2001.jpg;common;;2025-09-22
Professor Sada's Vitality;120;Prismatic Evolutions;K100R2P0122;2.30;https://sklep839679.shoparena.pl/upload/images/6/img2002.jpg;common;;2025-09-22
Hawlucha;89;Prismatic Evolutions;K100R2P0123;2.10;https://sklep839679.shoparena.pl/upload/images/6/img2003.jpg;common;;2025-09-22
Ogre’s Mask;118;Prismatic Evolutions;K100R2P0124;1.30;https://sklep839679.shoparena.pl/upload/images/6/img2004.jpg;common;;2025-09-22
Lacey;114;Prismatic Evolutions;K100R2P0125;1.50;https://sklep839679.shoparena.pl/upload/images/6/img2005.jpg;common;;2025-09-22
Haban Berry;111;Prismatic Evolutions;K100R2P0126;2.10;https://sklep839679.shoparena.pl/upload/images/6/img2006.jpg;common;;2025-09-22
Friends in Paldea;109;Prismatic Evolutions;K100R2P0127;1.50;https://sklep839679.shoparena.pl/upload/images/6/img2007.jpg;common;;2025-09-22
Festival Grounds;108;Prismatic Evolutions;K100R2P0128;1.05;https://sklep839679.shoparena.pl/upload/images/6/img2008.jpg;common;;2025-09-22
Earthen Vessel;106;Prismatic Evolutions;K100R2P0129;5.25;https://sklep839679.shoparena.pl/upload/images/6/img2009.jpg;common;;2025-09-22
Noibat;90;Prismatic Evolutions;K100R2P0130;1.50;https://sklep839679.shoparena.pl/upload/images/6/img2010.jpg;common;;2025-09-22
Eevee;74;Prismatic Evolutions;K100R2P0131;7.50;https://sklep839679.shoparena.pl/upload/images/6/img2011.jpg;common;;2025-09-22
Fezandipiti;45;Prismatic Evolutions;K100R2P0132;2.30;https://sklep839679.shoparena.pl/upload/images/6/img2012.jpg;common;;2025-09-22
Buneary;83;Prismatic Evolutions;K100R2P0133;11.10;https://sklep839679.shoparena.pl/upload/images/6/img2013.jpg;common;;2025-09-22
Fan Rotom;85;Prismatic Evolutions;K100R2P0134;24.50;https://sklep839679.shoparena.pl/upload/images/6/img2014.jpg;common;;2025-09-22
Roaring Moon;65;Prismatic Evolutions;K100R2P0135;53.50;https://sklep839679.shoparena.pl/upload/images/6/img2015.jpg;common;;2025-09-22
Heatran;68;Prismatic Evolutions;K100R2P0136;11.10;https://sklep839679.shoparena.pl/upload/images/6/img2016.jpg;common;;2025-09-22
Bronzor;66;Prismatic Evolutions;K100R2P0137;10.50;https://sklep839679.shoparena.pl/upload/images/6/img2017.jpg;common;;2025-09-22
Scream Tail;42;Prismatic Evolutions;K100R2P0138;43.10;https://sklep839679.shoparena.pl/upload/images/6/img2018.jpg;common;;2025-09-22
Suicune;24;Prismatic Evolutions;K100R2P0139;104.90;https://sklep839679.shoparena.pl/upload/images/6/img2019.jpg;common;;2025-09-22
Pyroar;16;Prismatic Evolutions;K100R2P0140;11.55;https://sklep839679.shoparena.pl/upload/images/6/img2020.jpg;common;;2025-09-22
Flutter Mane;43;Prismatic Evolutions;K100R2P0141;2.60;https://sklep839679.shoparena.pl/upload/images/6/img2021.jpg;common;;2025-09-22
Spritzee;38;Prismatic Evolutions;K100R2P0142;1.85;https://sklep839679.shoparena.pl/upload/images/6/img2022.jpg;common;;2025-09-22
Dusknoir;37;Prismatic Evolutions;K100R2P0143;4.20;https://sklep839679.shoparena.pl/upload/images/6/img2023.jpg;common;;2025-09-22
Duskull;35;Prismatic Evolutions;K100R2P0144;4.20;https://sklep839679.shoparena.pl/upload/images/6/img2024.jpg;common;;2025-09-22
Jolteon;29;Prismatic Evolutions;K100R2P0145;8.35;https://sklep839679.shoparena.pl/upload/images/6/img2025.jpg;common;;2025-09-22
Suicune;24;Prismatic Evolutions;K100R2P0146;2.10;https://sklep839679.shoparena.pl/upload/images/6/img2026.jpg;common;;2025-09-22
Cottonee;7;Prismatic Evolutions;K100R2P0147;1.50;https://sklep839679.shoparena.pl/upload/images/6/img2027.jpg;common;;2025-09-22
Budew;4;Prismatic Evolutions;K100R2P0148;5.20;https://sklep839679.shoparena.pl/upload/images/6/img2028.jpg;common;;2025-09-22
Pinsir;3;Prismatic Evolutions;K100R2P0149;1.85;https://sklep839679.shoparena.pl/upload/images/6/img2029.jpg;common;;2025-09-22
Exeggutor;2;Prismatic Evolutions;K100R2P0150;1.85;https://sklep839679.shoparena.pl/upload/images/6/img2030.jpg;common;;2025-09-22
Whimsicott;8;Prismatic Evolutions;K100R2P0151;1.85;https://sklep839679.shoparena.pl/upload/images/6/img2031.jpg;common;;2025-09-22
Riolu;50;Prismatic Evolutions;K100R2P0152;3.50;https://sklep839679.shoparena.pl/upload/images/6/img2032.jpg;common;;2025-09-22
Buddy-Buddy Poffin;101;Prismatic Evolutions;K100R2P0153;4.40;https://sklep839679.shoparena.pl/upload/images/6/img2033.jpg;common;;2025-09-22
Exeggcute;1;Prismatic Evolutions;K100R2P0154;2.10;https://sklep839679.shoparena.pl/upload/images/6/img2034.jpg;common;;2025-09-22
Exeggcute;1;Prismatic Evolutions;K100R2P0155;2.10;https://sklep839679.shoparena.pl/upload/images/6/img2035.jpg;common;;2025-09-22
Bug Catching Set;102;Prismatic Evolutions;K100R2P0156;2.35;https://sklep839679.shoparena.pl/upload/images/6/img2036.jpg;common;;2025-09-22
Eevee;74;Prismatic Evolutions;K100R2P0157;7.50;https://sklep839679.shoparena.pl/upload/images/6/img2037.jpg;common;;2025-09-22
Dreepy;71;Prismatic Evolutions;K100R2P0158;5.20;https://sklep839679.shoparena.pl/upload/images/6/img2038.jpg;common;;2025-09-22
Drakloak;72;Prismatic Evolutions;K100R2P0159;5.20;https://sklep839679.shoparena.pl/upload/images/6/img2039.jpg;common;;2025-09-22
Archaludon;70;Prismatic Evolutions;K100R2P0160;1.50;https://sklep839679.shoparena.pl/upload/images/6/img2040.jpg;common;;2025-09-22
Heatran;68;Prismatic Evolutions;K100R2P0161;3.15;https://sklep839679.shoparena.pl/upload/images/6/img2041.jpg;common;;2025-09-22
Duraludon;69;Prismatic Evolutions;K100R2P0162;2.35;https://sklep839679.shoparena.pl/upload/images/6/img2042.jpg;common;;2025-09-22
Bronzong;67;Prismatic Evolutions;K100R2P0163;1.50;https://sklep839679.shoparena.pl/upload/images/6/img2043.jpg;common;;2025-09-22
Bronzor;66;Prismatic Evolutions;K100R2P0164;1.50;https://sklep839679.shoparena.pl/upload/images/6/img2044.jpg;common;;2025-09-22
Roaring Moon;65;Prismatic Evolutions;K100R2P0165;2.60;https://sklep839679.shoparena.pl/upload/images/6/img2045.jpg;common;;2025-09-22
Houndoom;63;Prismatic Evolutions;K100R2P0166;2.50;https://sklep839679.shoparena.pl/upload/images/6/img2046.jpg;common;;2025-09-22
Briar;100;Prismatic Evolutions;K100R2P0167;2.10;https://sklep839679.shoparena.pl/upload/images/6/img2047.jpg;common;;2025-09-22
Black Belt's Training;99;Prismatic Evolutions;K100R2P0168;2.10;https://sklep839679.shoparena.pl/upload/images/6/img2048.jpg;common;;2025-09-22
Vaporeon;22;Prismatic Evolutions;K100R2P0169;6.80;https://sklep839679.shoparena.pl/upload/images/6/img2049.jpg;common;;2025-09-22
Goldeen;20;Prismatic Evolutions;K100R2P0170;2.10;https://sklep839679.shoparena.pl/upload/images/6/img2050.jpg;common;;2025-09-22
Slowking;19;Prismatic Evolutions;K100R2P0171;1.80;https://sklep839679.shoparena.pl/upload/images/6/img2051.jpg;common;;2025-09-22
Litleo;15;Prismatic Evolutions;K100R2P0172;1.15;https://sklep839679.shoparena.pl/upload/images/6/img2052.jpg;common;;2025-09-22
Slowpoke;18;Prismatic Evolutions;K100R2P0173;2.30;https://sklep839679.shoparena.pl/upload/images/6/img2053.jpg;common;;2025-09-22
Flareon;13;Prismatic Evolutions;K100R2P0174;7.10;https://sklep839679.shoparena.pl/upload/images/6/img2054.jpg;common;;2025-09-22
Pyroar;16;Prismatic Evolutions;K100R2P0175;2.10;https://sklep839679.shoparena.pl/upload/images/6/img2055.jpg;common;;2025-09-22
Fan Rotom;85;Prismatic Evolutions;K100R2P0176;3.65;https://sklep839679.shoparena.pl/upload/images/6/img2056.jpg;common;;2025-09-22
Litleo;15;Prismatic Evolutions;K100R2P0177;14.60;https://sklep839679.shoparena.pl/upload/images/6/img2057.jpg;common;;2025-09-22
Cottonee;7;Prismatic Evolutions;K100R2P0178;12.30;https://sklep839679.shoparena.pl/upload/images/6/img2058.jpg;common;;2025-09-22
Budew;4;Prismatic Evolutions;K100R2P0179;33.95;https://sklep839679.shoparena.pl/upload/images/6/img2059.jpg;common;;2025-09-22
Groudon;49;Prismatic Evolutions;K100R2P0180;0.1;https://sklep839679.shoparena.pl/upload/images/6/img2060.jpg;common;;2025-09-22
Larvitar;47;Prismatic Evolutions;K100R2P0181;2.35;https://sklep839679.shoparena.pl/upload/images/6/img2061.jpg;common;;2025-09-22
Fezandipiti;45;Prismatic Evolutions;K100R2P0182;2.30;https://sklep839679.shoparena.pl/upload/images/6/img2062.jpg;common;;2025-09-22
Munkidori;44;Prismatic Evolutions;K100R2P0183;6.80;https://sklep839679.shoparena.pl/upload/images/6/img2063.jpg;common;;2025-09-22
Lopunny;84;Prismatic Evolutions;K100R2P0184;2.35;https://sklep839679.shoparena.pl/upload/images/6/img2064.jpg;common;;2025-09-22
Buneary;83;Prismatic Evolutions;K100R2P0185;2.35;https://sklep839679.shoparena.pl/upload/images/6/img2065.jpg;common;;2025-09-22
Dunsparce;79;Prismatic Evolutions;K100R2P0186;2.10;https://sklep839679.shoparena.pl/upload/images/6/img2066.jpg;common;;2025-09-22
Dudunsparce;80;Prismatic Evolutions;K100R2P0187;2.35;https://sklep839679.shoparena.pl/upload/images/6/img2067.jpg;common;;2025-09-22
Hoothoot;77;Prismatic Evolutions;K100R2P0188;2.10;https://sklep839679.shoparena.pl/upload/images/6/img2068.jpg;common;;2025-09-22
Bloodmoon Ursaluna;54;Prismatic Evolutions;K100R2P0189;42.50;https://sklep839679.shoparena.pl/upload/images/6/img2069.jpg;common;;2025-09-22
Black Belt's Training;98;Prismatic Evolutions;K100R2P0190;2.10;https://sklep839679.shoparena.pl/upload/images/6/img2070.jpg;common;;2025-09-22
Black Belt's Training;97;Prismatic Evolutions;K100R2P0191;1.55;https://sklep839679.shoparena.pl/upload/images/6/img2071.jpg;common;;2025-09-22
Binding Mochi;95;Prismatic Evolutions;K100R2P0192;2.10;https://sklep839679.shoparena.pl/upload/images/6/img2072.jpg;common;;2025-09-22
Zeraora;57;Temporal Forces;K01R1P0121;0.16;https://sklep839679.shoparena.pl/upload/images/1/img2098.jpg;common;;2025-10-22
Zeraora;57;Temporal Forces;K01R1P0122;0.16;https://sklep839679.shoparena.pl/upload/images/1/img2098.jpg;common;;2025-10-22
Zeraora;57;Temporal Forces;K01R1P0123;0.16;https://sklep839679.shoparena.pl/upload/images/1/img2098.jpg;common;;2025-10-22
Applin;9;Prismatic Evolutions;K01R1P0124;0.16;https://sklep839679.shoparena.pl/upload/images/1/img2099.jpg;reverse;;2025-10-22
Zeraora;57;Temporal Forces;K01R1P0125;0.16;https://sklep839679.shoparena.pl/upload/images/1/img2098.jpg;common;;2025-10-22
Dwebble;11;Destined Rivals;K01R2P0126;0.37;https://sklep839679.shoparena.pl/upload/images/img2198.jpg;reverse;;2025-10-22
